Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
5-Series 530d M Sport [2013-2017],0.5104319530402603,0.2682793462172277,Individual,0.914654454621149,0.7326388888888888,560 Nm @ 1500 rpm,0.49999999999999994,0.1176470588235294,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2661817725909803,0.336018717903742,0.8437470392284148,0.6887200749999036,0.9523450219167806,0.8662409472554389
Swift DZire VDI,0.037531761252960316,0.2408289272935747,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.1308530445220078,0.0715159871411727,0.2973022797130005,0.663951405865284,0.32325773128385293,0.2293462022617434
Scorpio S5 2WD 7 STR,0.09955299672347726,0.30358071045661184,Individual,0.5757701915070774,0.2534722222222222,280 Nm @ 1800 rpm,0.8333333333333333,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.35519279197104603,0.0922755741060117,0.4822888325666699,0.7172833013756401,0.7240392458720901,0.47514502924901914
X5 xDrive 30d M Sport,0.26412976981770825,0.5894429724456518,Individual,0.914654454621149,0.7326388888888888,560 Nm @ 1500 rpm,0.49999999999999994,0.20588235294117646,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.4057663130741575,0.1729175294394192,0.6936380188498563,0.8733817969293756,0.9523450219167806,0.8662409472554389
City 1.5 S AT,0.012666969422874107,0.47231328296166725,Individual,0.2918401332223147,0.24652777777777776,146@4600,0.49999999999999994,0.38235294117647056,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.19468789993250685,0.02471620550182986,0.14519090627452869,0.8208270645329883,0.45406479082016205,0.4665798586046792
C-Class 200 CGI,0.10696551957093692,0.43466221306384495,Individual,0.41631973355537055,0.48263888888888884,285 Nm @ 4000 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.22391481947779063,0.12267772757540614,0.497167258759196,0.801220223715839,0.5850158117584288,0.6988542644720233
Creta 1.6 SX Plus AT,0.07412522847459663,0.4918360599457232,Individual,0.32722731057452126,0.2743055555555556,265 Nm @ 1900 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.37694694929943756,0.0997434100660209,0.4227307071600639,0.8304075295697237,0.49377793214932364,0.500015931374354
E-Class E350 CDI Avantgarde,0.11165698972755696,0.4848636395942747,Individual,0.9121565362198167,0.6388888888888888,540@1600,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.25102384630240165,0.07211861840835394,0.5061237152816691,0.827028786399715,0.9509015717960914,0.8096655241370212
M-Class ML 350 CDI,0.23663775469991483,0.5151588060213187,Individual,0.9163197335553706,0.71875,619 Nm @ 1600 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.35361833483440364,0.15448991728563688,0.6690325883560129,0.8413822772373019,0.9533057158430154,0.858242368005175
Alto 800 Lxi,0.011822504794682501,0.2656786334261374,Individual,0.0,0.0,69 Nm @ 3500 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.22811860120691257,0.05488659702531083,0.13783797514568086,0.6864779462005988,0.0,0.0
i20 Magna 1.4 CRDI,0.016889292563832144,0.6696327789076618,Individual,0.2248126561199001,0.1458333333333333,219.744 Nm @ 1500 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.38170567121502325,0.03539629982287138,0.17888291379174337,0.9037954813537441,0.37224899782983556,0.32304094807642914
Rapid Style AT,0.09054537402276677,0.3092074536802308,Individual,0.08451290591174021,0.21527777777777776,175 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.43814465698780236,0.1974911619527912,0.4628555432852308,0.7215433707850218,0.16326851506666795,0.42616528583661406
Nexon XMA Petrol,0.03940834931560834,0.5476154227573118,Individual,0.16736053288925895,0.21180555555555555,170 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.546318602784772,0.07810334273347655,0.305630070772541,0.855880349394766,0.2938598665195462,0.4214721176717289
Swift DZire VXI,0.03143285004935427,0.07848309183044615,Individual,0.16694421315570357,0.13194444444444445,114 Nm @ 4000 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.04706908298744042,0.06497292333396579,0.2680222593240851,0.42087700581343057,0.29325948296876625,0.29967790939819006
Swift DZire ZDI,0.03659346722163631,0.6033947855689004,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.3759581239663289,0.07002587158233962,0.2930261697586589,0.8789520247048523,0.32325773128385293,0.2293462022617434
Sonet GTX Plus 1.5 AT [2020-2021],0.12432395915043105,0.07349083885880897,Individual,0.2901748542880932,0.22916666666666666,250 Nm @ 1500 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.13901085352015463,0.17303946647439525,0.5287425309749709,0.4077448701482589,0.4521408334069168,0.4445207492784484
Rapid Monte Carlo 1.6 MPI MT,0.06802631727099058,0.24780134764502326,Individual,0.33388842631140714,0.19791666666666666,153 Nm @ 3750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.24564507113878836,0.09106093214313855,0.4059109612344338,0.6704838421146206,0.501014293766608,0.4022587269148272
RS5 4.2 Coupe,0.3274646169320788,0.1606460932519161,Corporate,1.0,1.0,430 Nm @ 4000 rpm,0.49999999999999994,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.07594471472678863,0.20032012227542753,0.7421655535731637,0.5727712181453266,1.0,1.0
Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,0.05207531873848245,0.10138052026460326,Individual,0.16694421315570357,0.12152777777777776,114 Nm @ 4000 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.14635288161848675,0.09915221555060834,0.3552898613928961,0.4734539470300154,0.29325948296876625,0.281431081057145
R-Class R350 4MATIC,0.21815336228283183,0.2946839020881634,Individual,1.0,0.78125,350 Nm @ 5000 rpm,0.8333333333333333,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.14832581634850012,0.13257438077140637,0.6509275670688295,0.7103924983418977,1.0,0.8932944746297524
Innova 2.4 G 7 STR [2016-2017],0.19610345254671765,0.1540153214976885,Individual,0.6648626144879267,0.3506944444444444,343 Nm @ 1400 rpm,0.8333333333333333,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.22025284177089943,0.16292302563353628,0.6273518162120797,0.5634613759926994,0.7914193364429689,0.5821159294469407
Creta SX Plus 1.6 AT CRDI,0.08350816878783672,0.6591741483804889,Corporate,0.32722731057452126,0.2743055555555556,265 Nm @ 1900 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.573414182671474,0.11149855682596836,0.44648230053215476,0.9000364940000227,0.49377793214932364,0.500015931374354
Fortuner 2.8 4x2 AT [2016-2020],0.3227731467754587,0.03723425303127641,Individual,0.8155703580349709,0.4409722222222222,450 Nm @ 1600 rpm,0.8333333333333333,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.03447435821533005,0.2310746404463486,0.7388921493459057,0.2826264161421479,0.8927439449368011,0.6647711682081643
City 1.5 S MT,0.012666969422874107,0.5266981617029661,Corporate,0.2918401332223147,0.24652777777777776,146@4600,0.49999999999999994,0.3529411764705882,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2344572187984727,0.02471620550182986,0.14519090627452869,0.8466356562946742,0.45406479082016205,0.4665798586046792
